months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,auto_make,auto_year,fraud_reported
112,32,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,other-relative,57800,-53700,2015-02-11,Parked Car,?,Trivial Damage,None,NY,4,1,?,0,2,?,Honda,2012,N
16,32,IL,100/300,1000,968.46,0,MALE,MD,tech-support,not-in-family,50800,-66200,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,0,3,?,0,2,?,Dodge,1995,Y
128,31,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,other-relative,0,-28300,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,2,3,NO,0,2,?,Ford,2013,Y
103,27,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,husband,0,-74800,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,11,3,YES,1,1,NO,Jeep,2008,N
356,54,OH,500/1000,500,912.3,0,MALE,College,prof-specialty,wife,58500,-44000,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,23,3,NO,2,1,?,Audi,2007,Y
109,29,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,husband,0,0,2015-02-21,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,17,3,NO,1,3,YES,Jeep,1995,N
2,20,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,other-relative,0,-54700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,22,1,NO,1,3,YES,Audi,2000,N
198,34,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,other-relative,0,-55100,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,18,1,YES,1,1,YES,Ford,2001,N
107,32,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,other-relative,82100,0,2015-02-24,Vehicle Theft,?,Trivial Damage,Police,SC,8,1,?,1,3,NO,Ford,2010,N
252,39,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,other-relative,0,-33300,2015-02-21,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,15,3,?,0,3,NO,Jeep,2010,Y
303,43,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,other-relative,42900,-61500,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,20,1,?,2,0,?,Nissan,2013,N
101,32,IL,250/500,500,895.14,0,MALE,JD,sales,other-relative,52600,-30400,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,4,1,?,0,3,YES,Suburu,2010,N
446,57,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,unmarried,42700,-64900,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,10,3,NO,0,0,NO,Jeep,2012,N
330,48,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,husband,0,0,2015-02-26,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,10,1,YES,1,3,?,Dodge,2006,N
211,37,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,not-in-family,42200,-33800,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,22,3,YES,1,0,?,Honda,2009,N
172,33,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,wife,41300,-42000,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,15,3,NO,0,1,NO,Saab,1999,N
316,46,OH,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,wife,0,-51000,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,13,1,?,0,1,YES,Accura,2000,N
435,60,OH,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,other-relative,73500,-43300,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,23,1,NO,2,1,?,Mercedes,2007,Y
344,51,IL,100/300,1000,959.83,0,FEMALE,Masters,sales,not-in-family,0,-38700,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,18,3,?,2,2,YES,BMW,2006,Y
204,40,OH,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,husband,0,-49300,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,7,1,YES,1,1,NO,Audi,1997,N
278,47,IN,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,not-in-family,0,-39800,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,21,1,NO,2,2,YES,Toyota,2010,N
434,57,OH,500/1000,2000,1422.95,0,MALE,JD,transport-moving,husband,0,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,15,3,NO,1,3,NO,Nissan,2003,N
209,36,IN,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,wife,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,17,3,?,1,3,?,Jeep,2014,N
250,43,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,other-relative,37800,0,2015-01-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,2,1,NO,0,3,?,Ford,2002,N
61,25,IN,100/300,2000,988.06,0,FEMALE,Masters,other-service,not-in-family,0,0,2015-02-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,1,3,YES,1,0,NO,Dodge,2000,N
80,28,IL,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,wife,0,-18600,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,3,1,?,0,1,?,Dodge,2011,N
25,38,OH,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,wife,40900,0,2015-02-24,Vehicle Theft,?,Trivial Damage,None,VA,0,1,NO,1,1,YES,Toyota,1995,N
4,29,IL,250/500,500,1381.88,5000000,MALE,High School,tech-support,other-relative,0,-77800,2015-02-21,Vehicle Theft,?,Trivial Damage,Police,SC,4,1,NO,0,2,?,Jeep,2008,N
32,29,OH,100/300,500,1446.98,0,MALE,MD,adm-clerical,own-child,0,-45700,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,11,3,YES,2,0,NO,Saab,2006,N
125,31,IN,500/1000,500,1220.86,0,MALE,JD,other-service,husband,55400,-40400,2015-01-24,Parked Car,?,Trivial Damage,None,NY,4,1,YES,1,2,?,Saab,2003,N
276,45,IL,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,wife,44500,-61400,2015-01-06,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,11,3,?,0,2,?,Ford,2010,N
148,30,OH,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,own-child,57500,-93600,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,4,3,NO,2,2,NO,Dodge,1997,N
222,38,IN,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,not-in-family,0,-64500,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,20,1,?,2,2,YES,Accura,2001,N
32,38,IL,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,unmarried,0,0,2015-01-21,Parked Car,?,Trivial Damage,Police,NC,22,1,YES,0,0,NO,Honda,2015,N
78,27,OH,500/1000,500,1060.88,0,MALE,JD,other-service,other-relative,0,-66500,2015-02-03,Parked Car,?,Trivial Damage,Police,SC,4,1,NO,0,3,NO,Volkswagen,2009,N
238,43,OH,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,wife,0,-44800,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,21,4,NO,0,0,NO,Saab,1995,Y
313,47,IN,250/500,1000,1556.17,0,MALE,College,prof-specialty,wife,63900,-53300,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,20,1,YES,1,3,NO,Accura,1996,Y
334,50,OH,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,wife,26700,-47200,2015-01-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,7,1,NO,2,0,?,Chevrolet,2008,N
190,35,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,husband,0,0,2015-02-02,Parked Car,?,Trivial Damage,None,NY,4,1,NO,0,1,NO,Saab,1998,N
194,41,IL,250/500,500,1203.81,0,MALE,JD,transport-moving,not-in-family,52500,-51300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,17,3,?,0,2,?,Saab,1999,N
290,47,IN,250/500,1000,1393.34,0,MALE,High School,exec-managerial,other-relative,0,-61400,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,20,3,YES,1,3,YES,Audi,2002,N
26,42,OH,100/300,1000,1484.48,0,MALE,PhD,armed-forces,not-in-family,50700,-36300,2015-02-24,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,10,1,NO,2,3,?,Saab,1996,N
254,41,IL,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,own-child,42200,-48000,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,8,1,YES,2,2,NO,BMW,1999,N
199,38,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,other-relative,0,-53100,2015-02-04,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,6,1,?,0,2,NO,BMW,2007,Y
137,35,IN,250/500,500,1667.83,0,MALE,JD,prof-specialty,husband,48500,-67400,2015-02-04,Parked Car,?,Minor Damage,Police,WV,4,1,YES,1,1,NO,Jeep,2005,N
134,36,OH,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,husband,14100,-44500,2015-01-25,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,17,3,NO,2,0,YES,Ford,1996,N
73,30,OH,100/300,500,803.36,0,FEMALE,High School,protective-serv,husband,0,0,2015-02-25,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,15,3,?,0,0,YES,Audi,2013,N
289,45,OH,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,wife,46700,-72500,2015-02-27,Vehicle Theft,?,Trivial Damage,Police,WV,9,1,NO,2,1,NO,Honda,2006,N
176,36,OH,250/500,500,1865.83,5000000,MALE,College,transport-moving,unmarried,32800,-50600,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,17,1,?,2,1,YES,Volkswagen,2006,N
145,37,OH,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,unmarried,0,-35900,2015-01-04,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,13,1,?,2,3,?,Nissan,2002,N
164,31,IN,500/1000,500,1114.68,0,FEMALE,Associate,other-service,husband,44500,-55900,2015-01-26,Vehicle Theft,?,Trivial Damage,Police,SC,5,1,YES,1,0,NO,Mercedes,2002,N
186,38,OH,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,husband,39300,-60300,2015-03-01,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,23,3,YES,2,2,?,Saab,1998,Y
85,31,IL,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,husband,0,0,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,1,2,NO,2,1,?,BMW,2003,Y
162,33,OH,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,other-relative,45700,0,2015-02-09,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,17,4,NO,2,1,NO,Mercedes,1996,Y
396,57,IL,500/1000,500,1351.72,0,MALE,High School,tech-support,wife,0,-49400,2015-02-05,Parked Car,?,Minor Damage,None,NY,3,1,YES,1,3,?,Volkswagen,2000,N
270,41,IL,250/500,1000,817.28,0,MALE,High School,sales,unmarried,62200,0,2015-01-03,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,17,3,?,1,1,NO,Mercedes,2014,Y
168,39,IL,500/1000,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,own-child,0,-42600,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,23,3,YES,1,3,NO,Chevrolet,2015,Y
274,45,IN,250/500,1000,1353.53,0,FEMALE,JD,tech-support,unmarried,54700,-47900,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,13,1,YES,0,0,NO,Accura,1995,Y
263,43,IN,500/1000,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,not-in-family,0,0,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,17,1,YES,2,3,YES,Nissan,1997,N
152,33,OH,100/300,1000,840.81,0,FEMALE,High School,farming-fishing,husband,0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,2,1,YES,0,2,?,Ford,2002,Y
46,41,OH,100/300,2000,998.19,0,FEMALE,MD,priv-house-serv,husband,43700,-66300,2015-01-23,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,23,3,NO,1,3,?,Dodge,2004,Y
276,46,OH,100/300,2000,1090.32,0,MALE,College,handlers-cleaners,husband,0,-70400,2015-01-05,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,17,1,NO,1,2,?,Volkswagen,2007,Y
234,44,IN,500/1000,500,1780.67,0,MALE,Associate,other-service,other-relative,0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,3,1,NO,1,0,NO,Ford,2012,Y
64,30,IL,250/500,2000,1681.01,0,MALE,JD,protective-serv,own-child,0,-51100,2015-02-07,Parked Car,?,Minor Damage,None,SC,16,1,NO,2,1,NO,Jeep,2015,N
456,62,OH,250/500,1000,1395.77,0,FEMALE,MD,protective-serv,own-child,82600,-49500,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,13,3,?,1,3,NO,Saab,2012,Y
58,23,OH,500/1000,2000,1471.44,5000000,MALE,High School,transport-moving,own-child,57500,0,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,8,1,NO,2,1,NO,Chevrolet,2007,Y
475,61,IL,500/1000,500,1265.72,0,FEMALE,Masters,handlers-cleaners,wife,0,-59500,2015-02-18,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,23,1,YES,0,2,?,Mercedes,1998,N
96,29,IN,250/500,1000,1274.7,5000000,MALE,College,prof-specialty,other-relative,47500,-58700,2015-01-11,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,15,3,YES,2,3,YES,Chevrolet,2004,Y
99,28,OH,100/300,500,1330.39,0,MALE,MD,prof-specialty,wife,0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,3,1,NO,2,2,YES,Dodge,1998,N
38,28,OH,500/1000,500,1122.95,4000000,MALE,Masters,priv-house-serv,other-relative,78000,0,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,4,3,NO,0,3,YES,Accura,2000,N
259,44,OH,250/500,2000,1655.79,0,FEMALE,Masters,exec-managerial,husband,0,0,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,8,1,YES,0,0,YES,Audi,2002,N
241,43,IN,250/500,1000,935.77,0,MALE,Associate,prof-specialty,own-child,0,-36000,2015-02-20,Vehicle Theft,?,Trivial Damage,Police,PA,21,1,NO,1,0,YES,Volkswagen,2003,N
437,58,IN,500/1000,2000,1192.04,0,MALE,Associate,craft-repair,own-child,66100,-31400,2015-01-19,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,23,1,YES,0,0,NO,Dodge,2004,N
130,34,OH,100/300,500,990.11,0,MALE,Masters,sales,other-relative,0,-41200,2015-01-10,Parked Car,?,Trivial Damage,None,NY,8,1,?,1,3,YES,Dodge,2015,N
269,41,OH,100/300,2000,1422.21,0,FEMALE,Associate,handlers-cleaners,unmarried,0,-46400,2015-01-16,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,21,1,YES,2,1,NO,Suburu,2005,Y
103,29,OH,500/1000,500,914.85,0,MALE,Associate,prof-specialty,other-relative,72100,0,2015-02-12,Parked Car,?,Minor Damage,Police,OH,5,1,NO,2,3,NO,Accura,2005,N
284,43,IL,250/500,500,1123.84,0,MALE,PhD,prof-specialty,other-relative,48200,0,2015-01-23,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,12,3,NO,0,0,YES,Chevrolet,2007,N
189,39,OH,250/500,2000,838.02,0,FEMALE,College,tech-support,own-child,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,7,3,?,2,0,YES,Dodge,1997,N
267,43,OH,250/500,500,1300.68,0,MALE,PhD,adm-clerical,unmarried,49000,0,2015-01-27,Parked Car,?,Minor Damage,None,NC,0,1,NO,1,3,YES,Chevrolet,2011,N
39,22,IN,500/1000,500,1173.21,0,MALE,JD,farming-fishing,not-in-family,0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,14,1,YES,0,1,YES,Suburu,2009,Y
140,32,IL,250/500,1000,985.97,5000000,FEMALE,College,protective-serv,other-relative,0,0,2015-02-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,13,1,?,2,3,?,Chevrolet,1995,Y
243,41,IN,100/300,1000,1129.23,0,FEMALE,College,farming-fishing,own-child,17300,-60400,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,1,1,?,1,0,YES,Suburu,1999,Y
116,31,IN,250/500,500,1194.83,0,FEMALE,MD,prof-specialty,husband,28600,0,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,23,1,NO,0,0,NO,Suburu,1997,N
219,43,IN,100/300,1000,1114.29,0,FEMALE,High School,transport-moving,other-relative,51300,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,1,1,?,2,2,YES,Toyota,2006,N
96,26,OH,250/500,2000,1509.04,0,FEMALE,Associate,prof-specialty,husband,10000,0,2015-02-23,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,9,1,YES,2,3,NO,Saab,2007,N
149,34,IN,250/500,500,664.86,0,FEMALE,PhD,craft-repair,wife,0,-60000,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,3,1,?,0,1,NO,Dodge,1999,N
246,43,IN,250/500,1000,1267.4,6000000,MALE,JD,adm-clerical,husband,0,0,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,0,1,NO,2,1,?,Accura,2006,N
293,45,IL,100/300,1000,1119.23,0,FEMALE,MD,exec-managerial,unmarried,51500,0,2015-02-18,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,13,3,NO,1,1,NO,Jeep,2015,N
339,48,OH,100/300,500,1698.51,0,MALE,JD,other-service,unmarried,0,0,2015-02-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,18,3,NO,2,1,?,Volkswagen,2001,N
160,33,IL,500/1000,1000,1422.78,0,FEMALE,High School,exec-managerial,husband,61600,0,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,17,3,?,2,3,YES,Nissan,2006,N
224,42,OH,500/1000,500,1212.75,0,FEMALE,College,prof-specialty,own-child,0,-51400,2015-01-27,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,11,1,?,0,0,YES,Honda,1998,N
194,34,IN,100/300,1000,1423.34,0,MALE,Associate,sales,not-in-family,55300,-37900,2015-01-21,Vehicle Theft,?,Minor Damage,None,WV,0,1,YES,0,3,NO,Chevrolet,2003,N
385,51,IN,250/500,1000,976.37,0,FEMALE,MD,craft-repair,husband,0,-61000,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,14,3,?,1,3,?,Suburu,2007,N
100,33,OH,250/500,500,1124.59,6000000,MALE,College,adm-clerical,not-in-family,67300,0,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,4,1,NO,1,2,NO,BMW,2004,N
371,50,IN,250/500,1000,1569.33,0,MALE,PhD,machine-op-inspct,not-in-family,79600,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,2,3,NO,2,1,YES,Volkswagen,2011,Y
175,39,IN,500/1000,500,1359.36,5000000,MALE,PhD,exec-managerial,husband,0,-43600,2015-02-08,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,9,3,YES,2,2,YES,Toyota,2012,Y
373,55,IN,250/500,500,1607.36,0,MALE,MD,sales,own-child,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,21,4,?,0,2,NO,Dodge,2007,Y
258,41,IL,100/300,500,1042.25,0,MALE,Masters,exec-managerial,unmarried,0,-44400,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,0,3,NO,2,3,NO,Mercedes,2008,Y
255,39,OH,250/500,500,1453.95,0,FEMALE,PhD,armed-forces,not-in-family,38200,0,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,17,3,YES,0,3,NO,Audi,2010,N
37,31,IL,500/1000,500,1969.63,0,FEMALE,MD,sales,own-child,0,0,2015-02-13,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,21,3,NO,1,1,YES,Dodge,1995,N
322,44,IL,100/300,1000,1156.19,0,FEMALE,College,machine-op-inspct,husband,49900,-62700,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,20,3,YES,0,3,?,Jeep,2010,N
204,38,IL,100/300,2000,1124.47,0,FEMALE,MD,tech-support,wife,0,-45100,2015-02-14,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,5,1,NO,0,1,?,Ford,2003,N
76,31,OH,500/1000,500,1493.5,5000000,FEMALE,Associate,priv-house-serv,not-in-family,39900,-44000,2015-01-31,Vehicle Theft,?,Minor Damage,Police,WV,7,1,NO,2,1,NO,Mercedes,1995,N
193,40,IL,100/300,500,1155.38,0,FEMALE,PhD,handlers-cleaners,not-in-family,34200,-32300,2015-01-28,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,6,1,NO,0,0,YES,Accura,2001,N
405,55,IL,250/500,500,878.19,0,MALE,PhD,machine-op-inspct,unmarried,57100,0,2015-03-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,2,4,YES,0,2,NO,Chevrolet,1997,N
435,58,IN,100/300,2000,1145.85,0,MALE,JD,sales,not-in-family,0,-40000,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,19,3,?,1,1,YES,Mercedes,2004,N
54,35,IN,100/300,500,1261.28,0,FEMALE,MD,protective-serv,unmarried,68500,-42100,2015-02-25,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,21,3,YES,2,0,?,Nissan,2012,N
144,35,IL,100/300,500,1427.46,0,MALE,High School,machine-op-inspct,wife,0,0,2015-01-30,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,3,3,?,0,0,?,Dodge,1995,N
92,32,IL,500/1000,500,1592.41,0,MALE,Masters,prof-specialty,husband,58900,-29100,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,22,1,?,2,3,YES,Jeep,1996,N
173,36,OH,250/500,1000,1274.63,0,MALE,College,machine-op-inspct,unmarried,51000,0,2015-02-08,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,22,1,YES,2,3,NO,Accura,1995,N
436,60,IN,250/500,500,1362.31,0,MALE,High School,prof-specialty,wife,67600,-65300,2015-01-13,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,16,1,NO,0,2,NO,Saab,2005,N
155,35,OH,250/500,1000,919.37,0,FEMALE,Associate,protective-serv,not-in-family,83600,0,2015-01-18,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,0,1,?,0,3,?,Nissan,1997,N
78,31,OH,250/500,1000,1377.23,0,FEMALE,Masters,armed-forces,unmarried,72600,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,1,3,?,2,1,?,Nissan,1997,N
440,57,IL,100/300,1000,995.55,5000000,MALE,College,protective-serv,wife,51500,-52100,2015-02-02,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,19,3,YES,0,3,?,Jeep,2007,Y
264,43,IL,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,wife,0,0,2015-01-20,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,0,3,?,2,1,NO,Jeep,2015,Y
66,30,IN,500/1000,500,484.67,0,FEMALE,College,adm-clerical,wife,21100,-60800,2015-01-24,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,2,3,?,0,2,YES,Volkswagen,2015,Y
366,50,IN,500/1000,1000,1561.41,0,FEMALE,High School,handlers-cleaners,husband,21200,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,5,3,YES,1,3,NO,Mercedes,2012,N
188,37,OH,100/300,500,1457.21,0,FEMALE,JD,adm-clerical,own-child,46300,0,2015-01-17,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,6,1,?,2,0,YES,Suburu,2003,N
224,39,IL,500/1000,1000,1128.71,0,FEMALE,JD,prof-specialty,other-relative,0,-47100,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,21,3,YES,2,1,?,Suburu,2007,N
253,46,IL,100/300,500,1358.2,0,FEMALE,MD,transport-moving,husband,52900,0,2015-02-14,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,11,3,YES,0,0,NO,Jeep,2001,N
446,61,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,unmarried,49900,-62100,2015-01-07,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,3,1,YES,2,0,YES,Suburu,2007,N
169,37,IL,100/300,1000,936.19,0,MALE,JD,armed-forces,other-relative,70600,-48500,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,4,3,?,2,1,YES,Audi,2005,N
255,46,IL,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,own-child,0,-52600,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,2,3,NO,1,0,NO,Volkswagen,2011,N
209,39,IN,100/300,500,1264.99,0,MALE,PhD,transport-moving,husband,67800,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,22,1,?,1,1,NO,Chevrolet,1995,N
210,37,OH,500/1000,500,1467.76,0,FEMALE,MD,tech-support,own-child,38700,-33100,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,8,1,?,1,3,YES,Toyota,2000,N
174,33,IN,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,own-child,0,0,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,14,3,YES,0,1,YES,Saab,1995,N
70,28,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,husband,67200,-59400,2015-01-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,14,4,NO,1,0,YES,Toyota,2006,N
89,32,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,not-in-family,49100,-45100,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,5,1,YES,1,2,?,Audi,2002,N
458,61,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,other-relative,53000,0,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,18,1,NO,2,1,NO,Volkswagen,2003,N
